FID,REPORTDATE,BLOCKADD,OFFENSE
415,2018-02-08 00:00:00,1200 Block College Ave,Theft From Vehicle
416,2018-02-06 00:00:00,1000 Block 14th St,Vandalism
417,2018-02-06 00:00:00,5000 Block Butte St,Burglary
418,2018-02-06 00:00:00,1800 Block 29th St,Trespassing
419,2018-02-06 00:00:00,2200 Block Norwood Ave,Incident
420,2018-02-06 00:00:00,500 Block Dewey Ave,Auto Theft
421,2018-02-06 00:00:00,3200 Block Oneal Cr,Vandalism
422,2018-02-06 00:00:00,3000 Block 30th St,Burglary
423,2018-02-06 00:00:00,1900 Block Goss St,Vandalism
424,2018-02-07 00:00:00,3300 Block 28th St,Vandalism
425,2018-02-07 00:00:00,4500 Block 14th St,Sex Assault
426,2018-02-08 00:00:00,2000 Block Walnut St,Auto Theft
427,2018-02-08 00:00:00,900 Block Grant Pl,Trespassing
428,2018-02-02 00:00:00,4700 Block Broadway,Trespassing
429,2018-02-02 00:00:00,4500 Block 13th St,Vandalism
430,2018-02-02 00:00:00,4800 Block Broadway,Sex Assault
431,2018-02-02 00:00:00,900 Block Marine St,Vandalism
432,2018-01-31 00:00:00,4600 Block 14th St,Vandalism
433,2018-02-03 00:00:00,1600 Block Arapahoe Ave,Trespassing
434,2018-02-03 00:00:00,3300 Block Stanford Ave,Trespassing
435,2018-02-03 00:00:00,4600 Block 13th St,Sex Assault
436,2018-02-03 00:00:00,47th St & Edison Ave,Motorcycle Theft
437,2018-02-03 00:00:00,3000 Block Valmont Rd,Vandalism
438,2018-02-03 00:00:00,4300 Block Martin Dr,Vandalism
439,2018-02-03 00:00:00,3000 Block Corona Tr,Assault
440,2018-02-03 00:00:00,4800 Block Broadway,Vandalism
441,2018-02-03 00:00:00,2600 Block Canyon Bv,Trespassing
442,2018-02-04 00:00:00,1800 Block Spruce St,Vandalism
443,2018-02-04 00:00:00,Crime occurred at an unknown location,Incident
444,2018-02-04 00:00:00,6600 Block Gunpark Dr,Theft From Vehicle
445,2018-02-04 00:00:00,1100 Block Marine St,Theft From Vehicle
446,2018-02-05 00:00:00,900 Block 28th St,Sex Assault
447,2018-02-05 00:00:00,1000 Block Portland Pl,Auto Theft
448,2017-12-07 00:00:00,2900 Block Baseline Rd,Incident
449,2017-10-28 00:00:00,1900 Block Arapahoe Ave,Theft From Vehicle
450,2017-11-01 00:00:00,300 Block Ponca Pl,Vandalism
451,2017-12-20 00:00:00,17th St & Athens St,Incident
452,2017-12-19 00:00:00,1700 Block 30th St,Vandalism
453,2017-12-07 00:00:00,1300 Block 11th St,Vandalism
454,2017-12-27 00:00:00,2800 Block Kalmia Ave,Burglary
455,2017-12-01 00:00:00,800 Block Pearl St,Vandalism
456,2017-12-01 00:00:00,1400 Block Lodge Ct,Burglary
457,2017-12-10 00:00:00,1100 Block 10th St,Vandalism
458,2017-12-03 00:00:00,19th St & Aurora Ave,Vandalism
459,2017-12-01 00:00:00,3900 Block Apache Ct,Burglary
460,2017-12-12 00:00:00,1100 Block Utica Ave,Theft From Vehicle
461,2017-12-23 00:00:00,1300 Block 28th St,Vandalism
462,2017-12-04 00:00:00,1800 Block 28th St,Vandalism
463,2017-12-03 00:00:00,900 Block 13th St,Burglary
464,2017-12-05 00:00:00,3100 Block Iris Ave,Burglary
465,2017-12-18 00:00:00,500 Block Mohawk Dr,Burglary
466,2017-12-19 00:00:00,2900 Block Mapleton Ave,Vandalism
467,2017-12-22 00:00:00,1200 Block 13th St,Vandalism
468,2017-12-11 00:00:00,2700 Block Arapahoe Ave,Vandalism
469,2017-12-28 00:00:00,3700 Block Broadway,Vandalism
470,2017-12-18 00:00:00,2000 Block 5th St,Vandalism
471,2017-12-08 00:00:00,3000 Block Galena Way,Vandalism
472,2017-12-03 00:00:00,4500 Block 19th St,Vandalism
473,2017-12-10 00:00:00,2900 Block Glenwood Dr,Vandalism
474,2017-12-31 00:00:00,4800 Block Meredith Way,Burglary
475,2017-12-03 00:00:00,1000 Block Marine St,Vandalism
476,2017-12-02 00:00:00,1000 Block University Ave,Vandalism
477,2017-12-04 00:00:00,1000 Block Pleasant St,Vandalism
478,2017-12-10 00:00:00,700 Block 19th St,Vandalism
479,2017-12-19 00:00:00,4200 Block Whitney Pl,Theft From Vehicle
480,2017-12-18 00:00:00,3100 Block Pearl Py,Burglary
481,2017-12-30 00:00:00,2200 Block Junction Pl,Vandalism
482,2017-12-03 00:00:00,2700 Block Moorhead Ave,Incident
483,2017-12-31 00:00:00,1100 Block University Ave,Vandalism
484,2017-12-17 00:00:00,1000 Block Euclid Ave,Motorcycle Theft
485,2017-12-20 00:00:00,800 Block Marine St,Vandalism
486,2017-12-30 00:00:00,3700 Block Cedarlodge St,Burglary
487,2018-02-07 00:00:00,1000 Block 16th St,Trespassing
488,2018-02-07 00:00:00,3000 Block Arapahoe Ave,Trespassing
489,2018-02-07 00:00:00,900 Block 16th St,Theft From Vehicle
490,2018-02-07 00:00:00,1400 Block Walnut St,Assault
491,2018-02-07 00:00:00,1300 Block Pearl St,Trespassing
492,2018-02-07 00:00:00,900 Block 16th St,Theft From Vehicle
493,2018-02-07 00:00:00,1000 Block 14th St,Theft From Vehicle
494,2018-02-08 00:00:00,1700 Block Broadway,Assault
495,2018-02-08 00:00:00,18th St & Grove St,Indecent Exposure
496,2018-02-08 00:00:00,1400 Block Walnut St,Trespassing
497,2018-02-08 00:00:00,Crime occurred at an unknown location,Incident
498,2009-07-19 00:00:00,700 Block Mohawk Dr,Vandalism
499,2009-08-26 00:00:00,1000 Block Adams Cr,Burglary
500,2011-01-01 00:00:00,2600 Block Colorado Ave,Auto Theft
501,2008-06-14 00:00:00,2600 Block Lloyd Cir,Theft From Vehicle
502,2008-06-11 00:00:00,1400 Block Lodge Ln,Vandalism
503,2008-10-17 00:00:00,1500 Block Mapleton Ave,Burglary
504,2009-05-21 00:00:00,1000 Block 13th St,Vandalism
505,2008-12-01 00:00:00,800 Block W Moorhead Cir,Auto Theft
506,2009-02-06 00:00:00,2500 Block Taft Dr,Vandalism
507,2009-12-04 00:00:00,2915 Block Pearl St,Trespassing
508,2009-10-05 00:00:00,1000 Block 16th St,Vandalism
509,2010-12-29 00:00:00,3600 Block Chase Ct,Theft Of Car Parts
510,2010-07-11 00:00:00,1400 Block Spruce St,Trespassing
511,2009-08-24 00:00:00,2100 Block Baseline Rd,Trespassing
512,2009-03-29 00:00:00,1800 Block Tansy Pl,Burglary
513,2008-07-06 00:00:00,2700 Block Valmont Rd,Burglary
514,2008-01-09 00:00:00,1300 Block Pearl St,Incident
515,2008-04-18 00:00:00,1000 Block 12th St,Burglary
516,2009-02-07 00:00:00,2800 Block Kalmia Ave,Burglary
517,2008-08-16 00:00:00,Foothills Pkwy & Table Mesa Dr,Theft From Vehicle
518,2010-06-24 00:00:00,2400 Block Dartmouth Ave,Burglary
519,2008-02-11 00:00:00,1800 Block Pearl St,Vandalism
520,2010-04-24 00:00:00,3100 Block Airport Rd,Vandalism
521,2011-07-27 00:00:00,800 Block Hartford Dr,Auto Theft
522,2012-07-16 00:00:00,4600 Block Baseline Rd,Incident
523,2011-02-22 00:00:00,1400 Block Yarmouth Ave,Vandalism
524,2008-02-29 00:00:00,3000 Block Walnut St,Vandalism
525,2008-07-05 00:00:00,600 Block S Broadway,Vandalism
526,2010-03-18 00:00:00,400 Block Manhatan Dr,Burglary
527,2009-07-31 00:00:00,2200 Block Pearl St,Trespassing
528,2011-01-15 00:00:00,2700 Block Baseline Rd,Trespassing
529,2009-06-25 00:00:00,1700 Block 6th St,Sex Assault
530,2009-05-28 00:00:00,1600 Block 9th St,Vandalism
531,2010-06-29 00:00:00,2600 Block Mapleton Ave,Vandalism
532,2012-08-04 00:00:00,900 Block Walnut St,Trespassing
533,2010-02-11 00:00:00,1100 Block Lincoln Pl,Vandalism
534,2008-07-29 00:00:00,5600 Block Arapahoe Ave,Vandalism
535,2009-03-04 00:00:00,3000 Block Madison Ave,Vandalism
536,2011-01-01 00:00:00,1100 Block Pearl St,Trespassing
537,2011-10-21 00:00:00,600 Block Marine St,Vandalism
538,2011-01-02 00:00:00,2800 Block Mapleton St,Incident
539,2009-06-07 00:00:00,900 Block Marine St,Burglary
540,2008-08-25 00:00:00,3100 Block Denton Ave,Indecent Exposure
541,2009-03-20 00:00:00,2800 Block E Aurora Ave,Vandalism
542,2008-11-18 00:00:00,Broadway & Grandview Ave,Sex Assault
543,2008-01-18 00:00:00,2500 Block Tamarack Ave,Vandalism
544,2009-06-11 00:00:00,2900 Block 5th St,Theft From Vehicle
545,2009-12-07 00:00:00,300 Block Hollyberry Ln,Sex Assault
546,2010-03-10 00:00:00,900 Block 16th St,Burglary
547,2010-01-20 00:00:00,700 Block 18th St,Theft From Vehicle
548,2008-10-18 00:00:00,1000 Block Grandview Ave,Burglary
549,2008-05-09 00:00:00,2900 Block Iris Ave,Auto Theft
550,2009-07-31 00:00:00,1000 Block 11th St,Vandalism
551,2008-10-03 00:00:00,2200 Block Norwood Ave,Indecent Exposure
552,2009-07-17 00:00:00,1000 Block Canyon Bv,Theft From Vehicle
553,2009-02-17 00:00:00,2800 Block 21st St,Vandalism
554,2009-06-16 00:00:00,4300 Block Clay Commons Ct,Burglary
555,2009-01-14 00:00:00,900 Block Grandview Ave,Vandalism
556,2010-01-15 00:00:00,22nd St & Grove Cir,Vandalism
557,2010-11-15 00:00:00,3100 Block 28th St,Vandalism
558,2012-07-16 00:00:00,1400 Block Canyon Blvd,Trespassing
559,2008-10-07 00:00:00,2400 Block 13th St,Vandalism
560,2008-02-28 00:00:00,2400 Block 13th St,Trespassing
561,2009-12-04 00:00:00,13th St & College Ave,Theft From Vehicle
562,2009-10-17 00:00:00,3000 Block Colorado Ave,Vandalism
563,2012-05-12 00:00:00,1000 Block Marine St,Assault
564,2008-04-10 00:00:00,1000 Block Pearl St,Incident
565,2009-11-28 00:00:00,2800 Block Pearl St,Vandalism
566,2009-03-16 00:00:00,3400 Block Longwood Ave,Vandalism
567,2008-05-21 00:00:00,2000 Block Walnut St,Trespassing
568,2008-10-28 00:00:00,5th St & Highland Ave,Incident
569,2008-10-02 00:00:00,1800 Block Arapahoe Ave,Burglary
570,2012-01-21 00:00:00,1300 Block Columbine Ave,Theft From Vehicle
571,2008-02-01 00:00:00,2900 Block Pearl St,Vandalism
572,2008-06-13 00:00:00,2900 Block Glenwood Dr,Burglary
573,2010-01-04 00:00:00,2300 Block Goss St,Burglary
574,2010-06-14 00:00:00,5600 Block Sioux Dr,Vandalism
575,2012-10-01 00:00:00,1500 Block Orchard Ave,Incident
576,2009-03-30 00:00:00,1100 Block Pennsylvania Ave,Vandalism
577,2009-12-29 00:00:00,600 Block Marine St,Burglary
578,2010-10-11 00:00:00,600 Block 22nd St,Incident
579,2009-07-28 00:00:00,2700 Block Canyon Blvd,Theft From Vehicle
580,2009-10-31 00:00:00,1500 Block Hawthorn Ave,Vandalism
581,2010-08-30 00:00:00,4600 Block Nautilus Ct S,Vandalism
582,2010-11-15 00:00:00,1900 Block Grove St,Vandalism
583,2010-06-02 00:00:00,1700 Block 15th St,Vandalism
584,2012-05-12 00:00:00,Lincoln Pl & Marine St,Vandalism
585,2010-04-15 00:00:00,900 Block Pennsylvania Ave,Vandalism
586,2008-09-20 00:00:00,2000 Block Walnut St,Theft Of Car Parts
587,2010-05-18 00:00:00,3200 Block 30th St,Burglary
588,2009-09-26 00:00:00,1100 Block 11th St,Theft Of Car Parts
589,2011-08-04 00:00:00,22nd St & Canyon Blvd,Robbery
590,2008-06-17 00:00:00,900 Block Marine St,Vandalism
591,2009-01-13 00:00:00,2800 Block Broadway,Trespassing
592,2009-06-19 00:00:00,5000 Block Butte St,Incident
593,2008-09-05 00:00:00,1100 Block Balsam Ave,Auto Theft
594,2012-04-27 00:00:00,1000 Block Hawthorne Ave,Incident
595,2008-11-14 00:00:00,600 Block Inca Py,Vandalism
596,2011-02-16 00:00:00,4900 Block Baseline Rd,Burglary
597,2008-02-20 00:00:00,900 Block 16th St,Auto Theft
598,2008-02-22 00:00:00,Crime occurred at an unknown location,Theft From Vehicle
599,2008-05-20 00:00:00,5800 Block S Orchard Creek Cir,Burglary
600,2009-09-11 00:00:00,900 Block Grandview Ave,Trespassing
601,2009-07-01 00:00:00,1500 Block Pearl St,Theft From Vehicle
602,2008-04-16 00:00:00,3100 Block Bell Dr,Theft From Vehicle
603,2009-03-01 00:00:00,700 Block 36th St,Theft From Vehicle
604,2008-07-21 00:00:00,5000 Block Chaparal Ct,Vandalism
605,2008-07-26 00:00:00,4800 Block Baseline Rd,Incident
606,2009-11-28 00:00:00,1100 Block 13th St,Vandalism
607,2009-09-26 00:00:00,5500 Block Arapahoe Ave,Incident
608,2010-05-12 00:00:00,3600 Block Cayman Pl,Incident
609,2009-05-06 00:00:00,900 Block 12th St,Vandalism
610,2012-06-01 00:00:00,4800 Block Osage Dr,Burglary
611,2010-03-07 00:00:00,1700 Block 14th St,Trespassing
612,2008-05-02 00:00:00,3500 Block Cloverleaf Dr,Burglary
613,2008-07-03 00:00:00,1700 Block 17th St,Vandalism
614,2008-08-10 00:00:00,1000 Block Pearl St,Vandalism
615,2008-07-20 00:00:00,3300 Block Chisholm Trl,Vandalism
616,2009-05-29 00:00:00,2700 Block Valmont Rd,Burglary
617,2008-10-29 00:00:00,1600 Block Baseline Rd,Vandalism
618,2009-09-02 00:00:00,6600 Block Bean Mountain Ln,Vandalism
619,2008-01-07 00:00:00,800 Block 29th St,Burglary
620,2009-06-04 00:00:00,1500 Block Orchard Ave,Burglary
621,2010-07-15 00:00:00,3000 Block Ash Ave,Theft From Vehicle
622,2009-12-23 00:00:00,2100 Block Folsom St,Trespassing
623,2009-11-24 00:00:00,1400 Block Mapleton Ave,Theft From Vehicle
624,2010-04-27 00:00:00,2500 Block Baseline Rd,Trespassing
625,2010-05-13 00:00:00,6400 Block Odell Pl,Incident
626,2008-11-03 00:00:00,1200 Block Gillaspie Dr,Theft From Vehicle
627,2009-05-20 00:00:00,900 Block Grant Pl,Theft From Vehicle
628,2011-08-20 00:00:00,2900 Block 28th St,Trespassing
629,2008-12-16 00:00:00,2900 Block Baseline Rd,Trespassing
630,2009-08-04 00:00:00,2700 Block Arapahoe Ave,Vandalism
631,2009-11-07 00:00:00,11th St & Pennsylvania Ave,Robbery
632,2008-12-14 00:00:00,3000 Block Broadway,Theft From Vehicle
633,2010-04-01 00:00:00,4600 Block 14th St,Vandalism
634,2009-02-18 00:00:00,1900 Block Canyon Blvd,Vandalism
635,2008-05-03 00:00:00,1000 Block Toedtli Dr,Vandalism
636,2010-05-22 00:00:00,900 Block 17th St,Vandalism
637,2009-08-04 00:00:00,1400 Block Walnut St,Trespassing
638,2010-05-26 00:00:00,1600 Block Grove St,Vandalism
639,2010-04-14 00:00:00,2300 Block Central Ave,Assault
640,2008-09-11 00:00:00,Crime occurred at an unknown location,Auto Theft
641,2010-06-12 00:00:00,1900 Block Canyon Blvd,Theft From Vehicle
642,2008-12-11 00:00:00,2100 Block 30th St,Theft From Vehicle
643,2009-12-10 00:00:00,1301 Block Pennsylvania Av,Burglary
644,2008-02-22 00:00:00,2100 Block Grove Cr,Vandalism
645,2009-08-29 00:00:00,1300 Block Cascade Ave,Vandalism
646,2010-04-12 00:00:00,2300 Block 14th St,Trespassing
647,2009-07-23 00:00:00,1000 Block Adams Cr,Vandalism
648,2008-10-09 00:00:00,Idylwild Trl & Lookout Rd,Vandalism
649,2010-08-29 00:00:00,400 Block Dakota Blvd,Burglary
650,2008-07-15 00:00:00,Arapahoe Ave & Foothills Pkwy,Indecent Exposure
651,2009-06-18 00:00:00,200 Block Pawnee Dr,Vandalism
652,2009-06-26 00:00:00,1500 Block 48th St,Theft From Vehicle
653,2010-07-22 00:00:00,600 Block Manhattan Pl,Trespassing
654,2008-05-13 00:00:00,679 Block 30th St,Burglary
655,2009-03-01 00:00:00,4800 Block Broadway,Sex Assault
656,2010-06-28 00:00:00,900 Block 14th St,Burglary
657,2009-01-10 00:00:00,2700 Block Arapahoe Ave,Trespassing
658,2008-01-06 00:00:00,1100 Block 7th St,Vandalism
659,2012-12-22 00:00:00,1000 Block 12th St,Vandalism
660,2009-03-24 00:00:00,3000 Block 29th St,Burglary
661,2012-04-25 00:00:00,800 Block Canyon Blvd,Incident
662,2008-10-14 00:00:00,1000 Block Marine St,Theft From Vehicle
663,2008-05-04 00:00:00,1400 Block Rockmont Cir,Burglary
664,2011-09-21 00:00:00,1100 Block Pearl St,Assault
665,2011-12-18 00:00:00,3000 Block 5th St,Theft From Vehicle
666,2010-03-22 00:00:00,14th St & College Ave,Robbery
667,2009-08-07 00:00:00,Crime occurred at an unknown location,Incident
668,2008-07-03 00:00:00,2800 Block 28th St,Theft From Vehicle
669,2009-02-24 00:00:00,600 Block S Broadway,Robbery
670,2008-04-22 00:00:00,3100 Block 4th St,Auto Theft
671,2010-01-19 00:00:00,700 Block 20th St,Theft From Vehicle
672,2012-04-25 00:00:00,800 Block 33rd St,Theft From Vehicle
673,2008-08-29 00:00:00,1000 Block Broadway,Vandalism
674,2008-04-21 00:00:00,1700 Block Pearl St,Vandalism
675,2009-07-06 00:00:00,1500 Block 48th St,Theft From Vehicle
676,2012-04-25 00:00:00,2000 Block 18th St,Recovery
677,2009-08-12 00:00:00,2800 Block Pearl St,Vandalism
678,2013-01-14 00:00:00,2600 Block Mapleton Ave,Assault
679,2008-02-06 00:00:00,900 Block 28th St,Vandalism
680,2009-03-25 00:00:00,2900 Block Valmont Rd,Trespassing
681,2010-05-24 00:00:00,3100 Block 11th St,Vandalism
682,2008-06-21 00:00:00,2000 Block Grove St,Burglary
683,2009-07-23 00:00:00,1100 Block Pleasant St,Burglary
684,2010-09-05 00:00:00,900 Block 11th St,Theft From Vehicle
685,2010-04-27 00:00:00,2600 Block 9th St,Theft From Vehicle
686,2009-03-10 00:00:00,1000 Block Marine St,Trespassing
687,2008-10-10 00:00:00,700 Block Alpine Ave,Burglary
688,2009-11-11 00:00:00,1100 Block 30th St,Burglary
689,2008-02-26 00:00:00,2900 Block 5th St,Theft From Vehicle
690,2012-07-14 00:00:00,900 Block Pleasant St,Vandalism
691,2009-06-11 00:00:00,400 Block Harvard Ln,Theft From Vehicle
692,2010-07-16 00:00:00,900 Block Baseline Rd,Burglary
693,2010-09-12 00:00:00,19th St & Norwood Ave,Vandalism
694,2010-11-21 00:00:00,22nd St & Canyon Blvd,Auto Theft
695,2010-04-19 00:00:00,3300 Block Madison Ave,Burglary
696,2008-03-05 00:00:00,2200 Block Spruce St,Auto Theft
697,2010-07-07 00:00:00,1400 Block 28th Street Frontage Rd,Theft From Vehicle
698,2009-05-11 00:00:00,12th St & Pleasant St,Vandalism
699,2009-02-07 00:00:00,1000 Block Broadway,Vandalism
700,2009-09-02 00:00:00,1900 Block 31st St,Theft From Vehicle
701,2008-06-30 00:00:00,1000 Block 13th St,Theft From Vehicle
702,2010-06-06 00:00:00,1700 Block 28th St,Theft From Vehicle
703,2008-01-28 00:00:00,2900 Block Baseline Rd,Burglary
704,2008-07-31 00:00:00,2500 Block 28th St,Indecent Exposure
705,2010-01-30 00:00:00,900 Block University Ave,Burglary
706,2009-05-30 00:00:00,5500 Block 51st St,Indecent Exposure
707,2008-06-29 00:00:00,1100 Block Grandview Ave,Vandalism
708,2011-12-09 00:00:00,600 Block Walden Cr,Vandalism
709,2011-10-08 00:00:00,15th St & Spruce St,Incident
710,2012-04-06 00:00:00,3900 Block Fuller Ct,Theft From Vehicle
711,2012-03-16 00:00:00,3200 Block Madison Ave,Vandalism
712,2010-01-22 00:00:00,1400 Block Pine St,Incident
713,2010-01-19 00:00:00,2800 Block Valmont Rd,Theft From Vehicle
714,2009-03-05 00:00:00,3200 Block 47th St,Theft From Vehicle
715,2009-09-26 00:00:00,1600 Block 28th St,Vandalism
716,2011-09-22 00:00:00,Broadway & Mountain Laurel Pl,Indecent Exposure
717,2012-03-16 00:00:00,4800 Block Baseline Rd,Theft From Vehicle
718,2008-02-18 00:00:00,2900 Block Bixby Ave,Vandalism
719,2012-05-17 00:00:00,Broadway & Marine St,Vandalism
720,2010-04-21 00:00:00,900 Block Cascade Ave,Incident
721,2008-06-03 00:00:00,2800 Block Kalmia Ave,Trespassing
722,2008-03-18 00:00:00,600 Block S Broadway,Incident
723,2010-04-27 00:00:00,3500 Block Arthur Ct,Vandalism
724,2008-11-13 00:00:00,900 Block 28th St,Sex Assault
725,2008-01-14 00:00:00,3200 Block Valmont Rd,Auto Theft
726,2011-08-04 00:00:00,1300 Block College Ave,Vandalism
727,2009-06-23 00:00:00,2800 Block 17th St,Burglary
728,2008-07-15 00:00:00,3300 Block St Vincent Pl,Theft From Vehicle
729,2008-09-16 00:00:00,19th St & Pearl St,Indecent Exposure
730,2011-09-26 00:00:00,1100 Block 13th St,Incident
731,2009-10-30 00:00:00,1600 Block Arapahoe Ave,Assault
732,2008-03-29 00:00:00,2000 Block Walnut St,Vandalism
733,2011-06-24 00:00:00,1600 Block Arapahoe Ave,Trespassing
734,2012-01-16 00:00:00,1800 Block 17th St,Theft From Vehicle
735,2010-09-13 00:00:00,3100 Block 28th St,Trespassing
736,2009-04-14 00:00:00,1400 Block Riverside Ave,Vandalism
737,2009-01-23 00:00:00,17th St & Athens St,Vandalism
738,2013-01-13 00:00:00,800 Block 17th St,Incident
739,2009-11-24 00:00:00,3000 Block E Euclid Ave,Burglary
740,2010-03-05 00:00:00,11th St & College Ave,Assault
741,2008-08-21 00:00:00,1200 Block Pleasant St,Vandalism
742,2008-07-01 00:00:00,3100 Block 17th St,Vandalism
743,2010-02-20 00:00:00,4700 Block 6th St,Burglary
744,2010-03-17 00:00:00,800 Block 18th St,Vandalism
745,2011-12-02 00:00:00,2800 Block E Aurora Ave,Burglary
746,2008-01-09 00:00:00,1600 Block Arapahoe Ave,Vandalism
747,2008-05-27 00:00:00,1800 Block 22nd St,Trespassing
748,2009-05-08 00:00:00,1000 Block Adams Cir,Trespassing
749,2008-05-18 00:00:00,800 Block 37th St,Vandalism
750,2008-02-25 00:00:00,1900 Block Goss St,Vandalism
751,2009-06-01 00:00:00,2400 Block Spruce St,Burglary
752,2008-01-04 00:00:00,28th St & Valmont Rd,Incident
753,2010-04-29 00:00:00,3000 Block 28th St,Trespassing
754,2008-04-11 00:00:00,1100 Block Pleasant St,Theft From Vehicle
755,2008-01-19 00:00:00,1000 Block Pearl St,Incident
756,2012-04-28 00:00:00,3200 Block Madison Ave,Vandalism
757,2011-07-24 00:00:00,4800 Block Curie Ct,Incident
758,2008-10-24 00:00:00,1600 Block Arapahoe Ave,Indecent Exposure
759,2009-01-01 00:00:00,1100 Block Balsam Ave,Vandalism
760,2008-09-06 00:00:00,1100 Block Spruce St,Theft From Vehicle
761,2009-01-14 00:00:00,2425 Block Canyon Bv,Burglary
762,2011-07-27 00:00:00,800 Block 12th St,Theft From Vehicle
763,2012-01-01 00:00:00,1400 Block Zamia Ave,Theft From Vehicle
764,2009-01-06 00:00:00,1600 Block Lincoln Pl,Burglary
765,2008-07-24 00:00:00,500 Block Mohawk Dr,Auto Theft
766,2010-10-11 00:00:00,3600 Block 26th St,Vandalism
767,2009-04-11 00:00:00,Aztec Dr & Tenino Ave,Vandalism
768,2008-05-20 00:00:00,1400 Block Spruce St,Theft From Vehicle
769,2008-02-17 00:00:00,600 Block Walnut St,Vandalism
770,2010-08-30 00:00:00,1100 Block Balsam Ave,Vandalism
771,2010-11-01 00:00:00,1100 Block College Ave,Vandalism
